"icd","ccs","ccsdesc","icd_chp"
"E8358",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8359",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8360",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8361",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8362",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8363",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8364",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8365",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8366",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8367",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8368",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8369",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8370",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8371",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8372",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8373",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8374",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8375",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8376",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8377",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8378",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8379",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8380",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8381",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8382",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8383",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8384",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8385",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8386",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8387",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8388",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8389",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8400",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8401",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8402",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8403",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8404",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8405",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8406",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8407",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8408",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8409",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8410",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8411",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8412",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8413",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8414",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8415",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8416",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8417",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8418",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8419",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8426",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8427",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8428",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8429",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8430",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8431",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8432",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8433",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8434",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8435",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8436",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8437",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8438",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8439",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8440",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8441",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8442",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8443",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8444",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8445",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8446",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8447",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8448",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8449",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8450",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8458",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E8459",2610,"e codes: transport- not mvt","external causes of injury and supplemental classification"
"E846",2618,"E Codes: Other specified and classifiable","external causes of injury and supplemental classification"
"E847",2618,"E Codes: Other specified and classifiable","external causes of injury and supplemental classification"
"E848",2618,"E Codes: Other specified and classifiable","external causes of injury and supplemental classification"
"E8490",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8491",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8492",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8493",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8494",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8495",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8496",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8497",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8498",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8499",2621,"E Codes: Place of occurrence","external causes of injury and supplemental classification"
"E8500",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8501",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8502",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8503",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8504",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8505",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8506",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8507",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8508",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8509",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E851",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8520",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8521",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8522",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8523",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8524",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8525",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8528",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8529",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8530",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8531",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8532",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8538",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8539",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8540",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8541",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8542",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8543",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8548",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8550",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8551",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8552",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8553",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8554",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8555",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8556",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8558",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8559",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E856",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E857",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8580",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8581",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8582",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8583",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8584",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8585",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8586",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8587",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8588",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8589",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8600",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8601",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8602",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8603",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8604",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8608",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8609",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8610",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8611",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8612",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8613",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8614",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8615",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8616",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8619",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8620",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8621",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8622",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8623",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8624",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8629",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8630",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8631",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8632",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8633",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8634",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8635",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8636",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8637",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8638",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8639",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8640",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8641",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8642",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8643",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8644",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8650",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8651",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8652",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8653",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8654",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8655",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8658",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8659",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8660",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8661",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8662",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8663",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8664",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8665",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8666",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8667",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8668",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8669",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E867",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8680",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8681",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8682",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8683",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8688",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8689",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8690",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8691",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8692",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8693",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8694",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8698",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8699",2613,"E Codes: Poisoning","external causes of injury and supplemental classification"
"E8700",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8701",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8702",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8703",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8704",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8705",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8706",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8707",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8708",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8709",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8710",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8711",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8712",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8713",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8714",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8715",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8716",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8717",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8718",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8719",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8720",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8721",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8722",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8723",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8724",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8725",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8726",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8728",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8729",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8730",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8731",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8732",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8733",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8734",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8735",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8736",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8738",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8739",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8740",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8741",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8742",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8743",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8744",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8745",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8748",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8749",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8750",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8751",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8752",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8758",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8759",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8760",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8761",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8762",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8763",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8764",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8765",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8766",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8767",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8768",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8769",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8780",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8781",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8782",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8783",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8784",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8785",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8786",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8788",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8789",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8790",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8791",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8792",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8793",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8794",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8795",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8796",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8797",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8798",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8799",2616,"E Codes: Adverse effects of medical care","external causes of injury and supplemental classification"
"E8800",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8801",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8809",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8810",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8811",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E882",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8830",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8831",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8832",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8839",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8840",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8841",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8842",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8843",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8844",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8845",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8846",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8849",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E885",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8850",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8851",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8852",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8853",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8854",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8859",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8860",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8869",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E887",2620,"E Codes: Unspecified","external causes of injury and supplemental classification"
"E888",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8880",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8881",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8888",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8889",2603,"E Codes: Fall","external causes of injury and supplemental classification"
"E8900",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8901",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8902",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8903",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8908",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8909",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8910",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8911",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8912",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8913",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8918",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8919",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E892",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8930",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8931",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8932",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8938",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8939",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E894",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E895",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E896",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E897",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8980",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E8981",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E899",2604,"E Codes: Fire/burn","external causes of injury and supplemental classification"
"E9000",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9001",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9009",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9010",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9011",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9018",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9019",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9020",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9021",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9022",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9028",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9029",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E903",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9040",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9041",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9042",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9043",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9049",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9050",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9051",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9052",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9053",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9054",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9055",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9056",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9057",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9058",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9059",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9060",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9061",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9062",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9063",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9064",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9065",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9068",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E9069",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
"E907",2611,"E Codes: Natural/environment","external causes of injury and supplemental classification"
